ID	LAT	LON	DEPTH	X	Y	Z	EX	EY	EZ	YR	MO	DY	HR	MI	SC	MAG	NCCP	NCCS	NCTP	NCTS	RCC	RCT	CID	maxhor-m	minhor-m	maxazi
201811111	46.264103	7.398029	6.978	261.3	27.1	271.2	2.2	3.2	19.9	2018	11	23	0	52	8.38	2.5	2219	2423	368	256	0.004	0.031	1	7.4	2.3	31.2
201811112	46.264087	7.397937	6.935	254.2	25.3	227.9	2.4	3.2	20.6	2018	11	23	0	52	45.65	2	791	1159	232	158	0.005	0.036	1	7.2	3.5	30.4
201811113	46.26381	7.398943	6.922	331.8	-5.4	215.5	2.2	3	20.1	2018	11	23	0	54	21.39	1.1	1546	1979	306	243	0.004	0.029	1	7.2	2.3	33.8
201811116	46.264164	7.397802	7.016	243.8	33.9	309.1	2.5	3.3	20.5	2018	11	23	16	25	17.99	0.4	649	733	104	69	0.002	0.037	1	7.8	2.6	34.7
201811117	46.263916	7.39869	6.935	312.3	6.3	228.3	2.2	3.2	19.8	2018	11	23	22	36	22.28	1.5	1574	2031	250	123	0.004	0.026	1	7.4	2.4	31.3
201811123	46.264054	7.398634	7.015	307.9	21.7	307.8	2.2	3.3	20.2	2018	11	26	14	22	31.2	0.6	862	926	126	119	0.003	0.027	1	7.4	2.5	30.8
201812005	46.26401	7.398249	6.867	278.3	16.7	160	2.2	3	20	2018	12	2	2	0	18.82	0.3	941	1320	121	159	0.003	0.021	1	7.1	2.4	32.9
201812111	46.264071	7.397092	6.68	189	23.5	-26.5	2.2	3.1	20.7	2018	12	22	6	27	3.44	0.5	743	1022	106	94	0.003	0.024	1	7.1	2.5	31.8
201812117	46.264124	7.396943	6.691	177.6	29.4	-16.4	2.2	3.1	19.9	2018	12	22	23	16	4	0.5	1176	1828	214	197	0.003	0.021	1	7.3	2.3	32.9
201812121	46.264115	7.396779	6.68	164.9	28.5	-26.8	2.1	3.1	19.7	2018	12	23	4	10	52.91	1.9	2161	2444	321	135	0.004	0.025	1	7.2	2.2	32.1
201812122	46.264091	7.396253	6.658	124.4	25.8	-49.1	2.1	3.2	19.8	2018	12	23	4	27	18.36	0.5	1088	1543	159	95	0.003	0.021	1	7.4	2.2	31.4
201812130	46.263953	7.39789	6.673	250.6	10.4	-34.1	2.3	3.1	20.3	2018	12	24	5	52	29.69	0.5	928	1353	176	161	0.004	0.022	1	7.3	2.4	34
201812137	46.263875	7.398026	6.596	261.1	1.8	-110.7	2.1	3.1	20	2018	12	25	0	16	0.06	1.2	1506	1915	200	148	0.004	0.021	1	7.2	2.2	32.1
201901011	46.263761	7.399539	6.594	377.7	-10.9	-113.3	2.2	3.1	20.1	2019	1	3	6	27	28.42	0.5	787	1052	156	173	0.004	0.023	1	7.2	2.5	32.4
201904116	46.264075	7.394223	6.692	-32.2	24	-15	2.2	3	19.5	2019	4	20	18	23	44.4	0.6	894	1287	172	161	0.003	0.021	1	7.2	2.3	34
201908038	46.263729	7.391942	6.583	-207.9	-14.5	-123.9	2.4	3.1	19.7	2019	8	9	6	45	42.59	0.6	602	733	99	112	0.003	0.025	1	7.5	2.7	35.8
201908044	46.263879	7.391826	6.54	-216.9	2.3	-167	2.4	3.1	19.7	2019	8	10	9	11	21.61	0.6	784	759	59	58	0.003	0.025	1	7.2	2.8	35.2
201908054	46.26379	7.391431	6.579	-247.4	-7.7	-127.9	2.2	3.3	19.7	2019	8	13	0	43	26.76	1	1243	1627	311	176	0.003	0.03	1	7.6	2.3	31.8
201908055	46.263912	7.391519	6.532	-240.6	5.9	-175.1	2.2	3.2	19.5	2019	8	13	5	44	7.5	0.8	662	1183	158	98	0.003	0.024	1	7.3	2.6	31.5
201908056	46.263741	7.392257	6.561	-183.7	-13.1	-145.4	2.2	3.4	19.5	2019	8	14	3	22	21.89	2	1745	1616	385	334	0.004	0.026	1	7.7	2.4	29.8
201908057	46.262899	7.403859	9.756	710.8	-106.7	3048.8	15.6	74.2	45.5	2019	8	14	5	16	25.81	0.5	195	1	70	2	0.001	0.054	1	148.9	30.4	177.3
201908058	46.272591	7.415735	11.364	1626.2	970.6	4656.7	134.8	143.6	66.7	2019	8	14	8	37	57.12	0.9	5	4	22	41	0.001	0.059	1	339.3	202.2	41.2
201908059	46.272156	7.415211	11.354	1585.8	922.2	4647.2	168.4	148.4	91.6	2019	8	14	8	38	13.24	0.9	6	5	21	22	0.002	0.014	1	377.7	244.6	54
201908062	46.2639	7.393292	6.568	-103.9	4.5	-139.3	2.2	3.2	19.3	2019	8	14	11	54	4.05	1.3	963	1399	152	132	0.003	0.02	1	7.3	2.4	32.2
201908063	46.26377	7.393061	6.593	-121.7	-10	-113.6	2.2	3.1	19.5	2019	8	14	14	36	21.91	0.8	976	1315	160	137	0.003	0.023	1	7.3	2.2	33
201909125	46.263863	7.392356	6.48	-176	0.5	-227.2	2.3	3.3	19.1	2019	9	20	22	58	1.12	0.4	792	764	137	156	0.003	0.03	1	7.4	2.9	31.2
201909136	46.263892	7.393938	6.564	-54.1	3.6	-142.9	2.2	3.2	19.8	2019	9	24	1	55	55.4	0.4	846	1002	147	184	0.003	0.024	1	7.4	2.4	31.2
201909137	46.263863	7.394567	6.574	-5.6	0.5	-132.5	2.2	3.1	19.7	2019	9	24	5	5	34.54	0.7	1097	1416	173	191	0.003	0.021	1	7.3	2.3	33.3
201909138	46.263855	7.394657	6.562	1.4	-0.5	-145	2.2	3	19.4	2019	9	24	10	32	44.2	0.8	1133	1569	175	215	0.003	0.024	1	7.1	2.2	33.3
201909142	46.263875	7.394081	6.52	-43.1	1.8	-186.7	2.2	3	19.7	2019	9	24	20	20	21.26	0.5	787	1200	83	135	0.003	0.029	1	7.1	2.5	33.4
201909143	46.263867	7.393739	6.508	-69.4	0.9	-198.8	2.2	3.1	19.5	2019	9	25	0	6	35.27	1	1475	1636	279	225	0.003	0.026	1	7.3	2.5	32.8
201909144	46.263843	7.393554	6.488	-83.7	-1.8	-218.6	2.3	3	20.2	2019	9	25	6	50	45.66	2	1467	1675	420	300	0.004	0.034	1	7.2	2.5	35.4
201909145	46.263786	7.393472	6.43	-90	-8.1	-277	2.4	3.1	19.2	2019	9	25	6	55	26.92	0.5	491	779	83	174	0.002	0.022	1	7.3	2.8	34.6
201909146	46.263867	7.392355	6.44	-176.1	0.9	-266.7	2.2	3.2	18.9	2019	9	25	6	58	8.64	0.8	924	1104	88	123	0.004	0.025	1	7.2	2.7	31.5
201909147	46.263704	7.394547	6.591	-7.2	-17.2	-116.1	2.3	3.1	19.9	2019	9	25	7	9	52.78	0.9	959	1135	148	169	0.003	0.02	1	7.3	2.4	33.9
201909148	46.263725	7.393389	6.6	-96.4	-14.9	-107.2	2.2	3.2	19.6	2019	9	25	7	40	33.05	2.1	1972	2055	296	236	0.004	0.032	1	7.5	2.3	32.4
201909149	46.26359	7.394837	6.627	15.2	-29.9	-80.2	2.3	3.1	19.8	2019	9	25	9	45	47.15	1.2	1143	1657	163	153	0.003	0.026	1	7.4	2.3	33.7
201909153	46.263501	7.393722	6.66	-70.8	-39.8	-46.5	2.3	3.2	19.5	2019	9	25	22	42	25.48	0.8	1398	1611	157	152	0.003	0.022	1	7.6	2.4	33.9
201909154	46.263481	7.393575	6.654	-82.1	-42.1	-52.6	2.3	3.1	19.5	2019	9	26	0	3	1.56	1.5	1747	1908	281	256	0.003	0.033	1	7.4	2.2	33.9
201909155	46.263908	7.391694	6.526	-227.1	5.4	-181.3	2.2	3.1	19.3	2019	9	26	2	30	56.1	0.8	1209	1519	157	155	0.004	0.023	1	7.2	2.5	32.7
201910003	46.263831	7.394682	6.493	3.3	-3.2	-213.8	2.2	3.1	19.4	2019	10	1	19	24	19.06	0.9	1217	1502	182	127	0.003	0.018	1	7.4	2.3	33.1
201910004	46.263761	7.394707	6.461	5.2	-10.9	-246.3	2.2	3.1	19.3	2019	10	1	20	14	8.24	1.5	1393	1620	170	96	0.004	0.018	1	7.2	2.4	32.1
201910005	46.263822	7.395149	6.481	39.3	-4.1	-226	2.1	3.1	19.6	2019	10	1	20	43	4.24	1.5	1466	1552	274	138	0.004	0.022	1	7.2	2.4	31.6
201910019	46.263859	7.396872	6.578	172.1	0	-128.7	2.3	3.2	19.9	2019	10	5	19	13	47.68	0.4	812	748	150	127	0.003	0.028	1	7.4	2.7	31.8
201910020	46.263936	7.39668	6.506	157.3	8.6	-201	2.4	3.1	19.7	2019	10	5	20	28	45.4	0.4	777	724	102	83	0.003	0.018	1	7.3	2.8	34.9
201910021	46.263932	7.396635	6.493	153.8	8.1	-213.4	2.2	3.1	19.7	2019	10	5	20	51	54.48	1.3	1652	1728	271	132	0.004	0.027	1	7.3	2.2	32.3
201910027	46.263831	7.396095	6.596	112.2	-3.2	-110.6	2.2	3.1	19.5	2019	10	6	19	50	58.92	0.9	1261	1377	375	151	0.003	0.027	1	7.2	2.3	32.5
201910030	46.263786	7.395694	6.608	81.3	-8.1	-99	2.2	3.1	19.8	2019	10	7	4	12	31.23	1.1	1176	1562	188	137	0.003	0.024	1	7.3	2.3	32.5
201910121	46.263782	7.393404	6.416	-95.3	-8.6	-290.6	2.2	3.1	19.1	2019	10	16	22	51	49.68	0.5	1133	950	202	209	0.003	0.027	1	7.2	2.4	32.3
201910123	46.26377	7.394133	6.427	-39.1	-10	-280.2	2.2	3.1	19.5	2019	10	16	23	39	43.84	0.3	836	1031	170	188	0.003	0.032	1	7.2	2.5	32.8
201910124	46.263786	7.393293	6.408	-103.8	-8.1	-298.6	2.2	3.2	19.4	2019	10	17	0	7	28.46	1.3	1717	1792	340	258	0.004	0.03	1	7.4	2.3	31.3
201910125	46.263778	7.393791	6.431	-65.4	-9	-276.1	2.1	3.1	19.1	2019	10	17	0	8	2.46	1.3	1746	1891	287	232	0.004	0.035	1	7.1	2.4	31.9
201910126	46.263822	7.394353	6.436	-22.1	-4.1	-270.4	2.2	3	19.3	2019	10	17	0	10	3.08	0.8	896	869	216	246	0.005	0.044	1	7	2.7	32.1
201910127	46.263831	7.392532	6.423	-162.5	-3.2	-283.9	2.3	3.3	19.4	2019	10	17	0	10	53.21	0.4	896	594	153	0	0.003	0.023	1	7.4	2.8	31.1
201910128	46.263806	7.392829	6.389	-139.6	-5.9	-317.9	2.2	3.1	19.2	2019	10	17	0	10	54.64	1	940	1424	0	158	0.004	0.034	1	7.3	2.3	33.1
201910129	46.263839	7.392292	6.414	-181	-2.3	-292.5	2.2	3.1	18.6	2019	10	17	0	15	9.96	0.8	1271	1460	259	223	0.004	0.025	1	7.3	2.5	32.4
201910130	46.26377	7.393882	6.378	-58.4	-10	-328.5	2.1	3.1	19	2019	10	17	0	18	51.28	1.3	1578	1828	233	198	0.004	0.026	1	7.1	2.4	32.1
201911164	46.263737	7.393426	6.348	-93.6	-13.6	-358.9	2.2	3.2	19.3	2019	11	5	20	44	22.52	0.6	772	946	110	179	0.004	0.03	1	7.3	2.6	32.1
201911173	46.263753	7.392976	6.365	-128.3	-11.8	-341.5	2.3	3.1	19.2	2019	11	5	21	32	40.02	0.8	1162	1213	165	150	0.004	0.022	1	7.4	2.6	33.7
202003166	46.263932	7.395387	6.53	57.6	8.1	-176.6	2.2	3	19.6	2020	3	30	7	28	40.75	0.6	1185	1194	165	155	0.003	0.028	1	7	2.5	33.6
202005070	46.25815	7.408823	4.301	1093.5	-634.6	-2405.8	17.6	9.5	93.5	2020	5	19	6	10	3.5	2	158	75	86	61	0.003	0.045	1	37.9	13.1	113
202104025	46.263916	7.388521	6.566	-471.7	6.3	-141.3	2.2	3.3	19.1	2021	4	7	20	34	6.18	1.5	1734	1852	350	261	0.004	0.027	1	7.5	2.4	31.7
202104026	46.263839	7.38907	6.608	-429.4	-2.3	-98.6	2.3	3.3	19.4	2021	4	7	21	1	0.08	0.6	900	1061	104	123	0.003	0.019	1	7.5	2.7	32.1
202104027	46.263729	7.390076	6.647	-351.9	-14.5	-60.2	2.3	3.3	19.2	2021	4	8	0	51	10.91	0.7	868	1252	156	189	0.003	0.019	1	7.7	2.4	32.6
202104028	46.263741	7.389675	6.652	-382.7	-13.1	-54.5	2.2	3.2	19.2	2021	4	8	1	34	9.54	1	1189	1622	333	292	0.004	0.023	1	7.4	2.4	32.2
202104029	46.263822	7.389707	6.558	-380.3	-4.1	-148.8	2.2	3.3	19.2	2021	4	8	9	50	15.96	1.6	1311	1699	288	283	0.004	0.025	1	7.6	2.4	31.8
202104031	46.263961	7.386857	6.645	-600	11.3	-62.3	2.3	3.2	19	2021	4	8	22	29	58.12	0.9	1012	1340	241	233	0.004	0.025	1	7.5	2.6	32.3
202104035	46.263863	7.389069	6.614	-429.5	0.5	-92.7	2.2	3.3	19	2021	4	9	12	22	37.55	0.5	760	785	132	164	0.003	0.024	1	7.6	2.6	30.8
202104037	46.263883	7.388244	6.627	-493.1	2.7	-79.5	2.2	3.2	19	2021	4	9	23	50	57.84	1.6	1790	1759	344	214	0.004	0.028	1	7.5	2.3	32.4
202104055	46.263538	7.391819	6.701	-217.5	-35.7	-6.2	2.2	3.1	19.6	2021	4	15	14	36	24.45	0.8	1112	1397	159	148	0.003	0.028	1	7.3	2.3	33.4
202104056	46.263847	7.388803	6.696	-450	-1.4	-10.4	2.3	3.2	19.1	2021	4	15	17	7	32.02	0.6	1045	919	116	156	0.003	0.024	1	7.5	2.4	32.4
202104057	46.263969	7.388038	6.533	-509	12.2	-173.9	2.2	3.1	18.9	2021	4	15	19	52	51.46	0.6	949	1016	169	214	0.003	0.027	1	7.2	2.4	33.6
202104090	46.263879	7.388764	6.691	-453	2.3	-16.3	2.2	3.2	19.1	2021	4	21	14	57	52.56	1.6	1550	1849	320	265	0.004	0.029	1	7.4	2.5	32.5
202104099	46.26359	7.391456	6.684	-245.4	-29.9	-22.6	2.2	3.2	19.5	2021	4	22	20	42	56.3	2.3	1691	2034	343	271	0.005	0.03	1	7.4	2.3	33.2
202104100	46.263708	7.391979	6.606	-205.1	-16.7	-101.2	2.2	3.1	19.3	2021	4	22	20	56	14.68	1.3	1503	1557	525	417	0.004	0.026	1	7.3	2.4	32.3
202104101	46.263529	7.39214	6.663	-192.7	-36.6	-44.2	2.3	3.2	19.6	2021	4	22	21	57	12.14	1	1334	1896	387	302	0.004	0.026	1	7.6	2.2	33.9
202104104	46.26381	7.391486	6.587	-243.2	-5.4	-119.4	2.3	3.2	19.5	2021	4	23	5	22	58.06	1.5	1521	1819	396	363	0.004	0.025	1	7.5	2.4	32.4
202104129	46.263509	7.392524	6.71	-163.1	-38.9	3.4	2.4	3.1	19.6	2021	4	27	13	33	21.49	0.7	879	942	144	159	0.003	0.029	1	7.5	2.6	35.4
202104144	46.263403	7.392972	6.725	-128.6	-50.7	18.2	2.3	3.2	19.6	2021	4	30	0	0	47.83	0.6	1261	1495	229	228	0.003	0.031	1	7.5	2.3	33.4
202105001	46.263513	7.392352	6.663	-176.3	-38.4	-44.1	2.2	3.2	19.4	2021	5	1	5	29	33.54	1.5	1855	2235	288	190	0.004	0.024	1	7.4	2.3	32.9
202105069	46.263867	7.389737	6.352	-377.9	0.9	-354.7	2.3	3.1	18.9	2021	5	13	20	45	37.62	0.7	996	870	111	142	0.003	0.02	1	7.3	2.5	33.5
202105070	46.263818	7.390542	6.313	-315.9	-4.5	-394.3	2.2	3.2	18.9	2021	5	13	22	40	0.94	1.1	1480	1127	285	195	0.004	0.02	1	7.2	2.6	30.9
202105071	46.263969	7.388379	6.362	-482.7	12.2	-344.8	2.2	3.1	19.2	2021	5	14	5	49	7.05	1.9	1541	1361	338	182	0.005	0.025	1	7.2	2.7	32.1
202105074	46.263831	7.390164	6.295	-345	-3.2	-411.6	2.2	3.1	19	2021	5	15	5	42	31.93	0.8	1040	873	185	213	0.004	0.024	1	7.1	2.3	33.1
202105075	46.263888	7.389896	6.397	-365.7	3.2	-310.2	2.3	3.3	19.1	2021	5	16	2	35	11.26	1.9	1781	1651	420	278	0.005	0.024	1	7.6	2.5	31.6
202105076	46.263619	7.390109	6.395	-349.3	-26.7	-312	5.7	9.3	25.5	2021	5	16	3	28	33.17	1.6	501	158	334	231	0.005	0.024	1	20.4	7.9	25.7
202105077	46.263871	7.390329	6.353	-332.3	1.4	-353.8	2.2	3.2	18.7	2021	5	16	4	9	42.88	0.6	865	637	100	156	0.003	0.02	1	7.4	2.6	31.9
202105078	46.264054	7.386951	6.444	-592.8	21.7	-263	2.2	3.3	18.9	2021	5	16	17	59	25.56	0.9	1281	1184	204	169	0.004	0.025	1	7.5	2.6	30.5
202105079	46.263928	7.389373	6.425	-406	7.7	-282.1	2.2	3.1	18.6	2021	5	17	2	26	5.08	0.7	812	986	121	145	0.004	0.023	1	7.2	2.6	33.1
202105081	46.264054	7.387069	6.452	-583.7	21.7	-254.8	2.3	3.2	18.7	2021	5	18	1	52	8.62	0.4	717	567	65	120	0.003	0.022	1	7.3	2.9	32.6
202105082	46.263883	7.388784	6.529	-451.4	2.7	-177.5	2.3	3.4	19.4	2021	5	18	10	21	49.27	2.8	1717	1722	367	284	0.005	0.041	1	7.7	2.9	31.2
202105083	46.264022	7.387578	6.575	-544.4	18.1	-132.2	2.2	3.3	18.8	2021	5	18	10	22	38.04	1.8	1224	1281	254	190	0.004	0.026	1	7.5	2.6	31.2
202105084	46.264071	7.38717	6.497	-575.9	23.5	-209.4	2.3	3.2	19.1	2021	5	18	10	39	1.09	1.2	1275	1229	139	158	0.004	0.024	1	7.4	2.7	32.7
202105088	46.264083	7.386753	6.454	-608	24.9	-252.4	2.3	3.2	18.9	2021	5	19	2	12	13.73	0.9	1361	1225	249	186	0.004	0.025	1	7.3	2.6	32.9
202105108	46.263932	7.391506	6.54	-241.6	8.1	-167	2.2	3.1	19.3	2021	5	24	20	57	6.6	0.9	1078	1534	308	241	0.004	0.027	1	7.3	2.3	33.8
202105111	46.263957	7.386615	6.758	-618.6	10.9	50.7	2.3	3.4	19.3	2021	5	25	10	59	14.49	1.7	1361	1614	238	210	0.004	0.024	1	7.8	2.6	31.9
202105112	46.263521	7.391236	6.752	-262.4	-37.5	45.2	2.2	3.1	19.6	2021	5	25	20	22	29.6	2	2049	2221	334	246	0.004	0.029	1	7.3	2.3	32.8
202105113	46.263745	7.389284	6.757	-412.9	-12.7	50.1	2.2	3.3	19.2	2021	5	25	20	45	58.44	1.2	1342	1483	330	189	0.004	0.031	1	7.5	2.4	31.5
202105114	46.263619	7.390521	6.712	-317.5	-26.7	5.5	2.2	3.1	19.6	2021	5	26	3	26	16.1	1.2	1662	2014	379	255	0.004	0.03	1	7.3	2.3	33.1
